"Time","__name__","activity_factor","agent_id","average_daily_volume","average_roundtrip_volume","base_balance","base_collateral","base_loan","combined_score","exported_netuid","gentrx_score","hotkey","id","instance","inventory_value","inventory_value_change","job","kappa","kappa_penalty","kappa_score","min_daily_volume","min_roundtrip_volume","miner_gauge_name","netuid","placement","pnl","pnl_change","pnl_factor","pnl_score","quote_balance","quote_collateral","quote_loan","score","sim_id","task","total_daily_volume","total_realized_pnl","total_roundtrip_volume","unnormalized_score","wallet","Value"
2026-05-28 11:28:45.000,miners,0,0,0,0,8155,0,0,None,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,7434,6.64,bittensor,None,None,None,0,0,miners,79,255,56827,6.64,1,None,3953601,0,0,0,20260528_1007,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-28 11:28:45.000,miners,0,10,0,0,8247,0,0,None,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,7508,-2.93,bittensor,None,None,None,0,0,miners,79,230,7508,-2.93,1,None,3925916,0,0,0,20260528_1007,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-28 11:28:45.000,miners,0,101,49751,21018,5458,0,0,None,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,4064,0.767,bittensor,None,None,None,0,0,miners,79,226,4064,0.767,1,None,4761379,0,0,2.45e-15,20260528_1007,validator_metrics,6368087,-2323,2690280,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-28 11:28:45.000,miners,0,11,5033,2376,8179,0,0,None,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,7686,-4.15,bittensor,None,None,None,2629,1016,miners,79,231,7686,-4.15,1,None,3946211,0,0,0,20260528_1007,validator_metrics,644264,-176,304166,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-28 11:28:45.000,miners,0,112,18313,92.0,472,0,0,None,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-2651,-0.304,bittensor,None,None,None,0,0,miners,79,251,-2651,-0.304,1,None,6245635,0,0,0,20260528_1007,validator_metrics,2344042,4.51,11771,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-28 11:28:45.000,miners,0,113,0,0,8445,0,0,None,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,8680,8.21,bittensor,None,None,None,0,0,miners,79,252,8680,8.21,1,None,3866523,0,0,0,20260528_1007,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-28 11:28:45.000,miners,0,114,1373,125,8443,0,0,None,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,13054,-7.35,bittensor,None,None,None,0,0,miners,79,253,13054,-7.35,1,None,3866313,0,0,0,20260528_1007,validator_metrics,175698,7.56,16036,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-28 11:28:45.000,miners,0,126,0,0,8519,0,0,None,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,18333,4.69,bittensor,None,None,None,0,0,miners,79,254,18333,4.69,1,None,3844311,0,0,0,20260528_1007,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-28 11:28:45.000,miners,0,135,0,0,8061,0,0,None,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,7782,5.15,bittensor,None,None,None,0,0,miners,79,243,7782,5.15,1,None,3981649,0,0,0,20260528_1007,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-28 11:28:45.000,miners,0,136,8047,2542,8689,0,0,None,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,9468,0.334,bittensor,None,None,None,3379,355,miners,79,217,9468,0.334,1,None,3793921,0,0,1e-13,20260528_1007,validator_metrics,1030024,443,325318,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
