"Time","__name__","activity_factor","agent_id","average_daily_volume","average_roundtrip_volume","base_balance","base_collateral","base_loan","combined_score","exported_netuid","hotkey","id","instance","inventory_value","inventory_value_change","job","kappa","kappa_penalty","kappa_score","min_daily_volume","min_roundtrip_volume","miner_gauge_name","netuid","placement","pnl","pnl_change","pnl_factor","pnl_score","quote_balance","quote_collateral","quote_loan","score","sim_id","task","total_daily_volume","total_realized_pnl","total_roundtrip_volume","unnormalized_score","wallet","Value"
2026-05-27 13:25:55.000,miners,0,0,0,0,8246,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-75002,-49.7,bittensor,None,None,None,0,0,miners,79,250,-25609,-49.7,1,None,3926345,0,0,0,20260521_0718,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 13:25:55.000,miners,0,10,0,0,8293,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,160017,-51.7,bittensor,None,None,None,0,0,miners,79,244,160017,-51.7,1,None,3912134,0,0,0,20260521_0718,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 13:25:55.000,miners,0,11,1021,490,8437,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-13626,-49.2,bittensor,None,None,None,0,0,miners,79,247,-13626,-49.2,1,None,3868910,0,0,0,20260521_0718,validator_metrics,130712,15.1,62681,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 13:25:55.000,miners,0,113,0,0,8428,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-75906,-39.6,bittensor,None,None,None,0,0,miners,79,252,-75906,-39.6,1,None,3871698,0,0,0,20260521_0718,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 13:25:55.000,miners,0,114,337987,165705,10970,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-24869,-84.2,bittensor,None,None,None,104052,48766,miners,79,251,-24869,-84.2,1,None,3111447,0,0,0,20260521_0718,validator_metrics,43262318,-31790,21210214,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 13:25:55.000,miners,0,115,31763,4240,17675,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,17279,-98.8,bittensor,None,None,None,1675,67.7,miners,79,226,17279,-98.8,1,None,1207661,0,0,3.51e-14,20260521_0718,validator_metrics,4065621,12448,542719,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 13:25:55.000,miners,0,125,29718,8237,2518,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-6890,-14.9,bittensor,None,None,None,10953,4098,miners,79,213,-6890,-14.9,1,None,5592136,0,0,3.9e-13,20260521_0718,validator_metrics,3803900,1081,1054355,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 13:25:55.000,miners,0,127,33434,9904,2586,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,3657,-13.7,bittensor,None,None,None,16982,5660,miners,79,208,3657,-13.7,1,None,5573285,0,0,9.91e-13,20260521_0718,validator_metrics,4279582,2983,1267746,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 13:25:55.000,miners,0,135,0,0,8095,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,2046,-49.7,bittensor,None,None,None,0,0,miners,79,249,2046,-49.7,1,None,3971545,0,0,0,20260521_0718,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 13:25:55.000,miners,0,138,21264,1227,36.0,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-12756,-0.210,bittensor,None,None,None,4991,0,miners,79,215,-12756,-0.210,1,None,6324478,0,0,2.76e-13,20260521_0718,validator_metrics,2721854,581,157070,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
