"Time","__name__","activity_factor","agent_id","average_daily_volume","average_roundtrip_volume","base_balance","base_collateral","base_loan","combined_score","exported_netuid","hotkey","id","instance","inventory_value","inventory_value_change","job","kappa","kappa_penalty","kappa_score","min_daily_volume","min_roundtrip_volume","miner_gauge_name","netuid","placement","pnl","pnl_change","pnl_factor","pnl_score","quote_balance","quote_collateral","quote_loan","score","sim_id","task","total_daily_volume","total_realized_pnl","total_roundtrip_volume","unnormalized_score","wallet","Value"
2026-05-27 14:20:56.000,miners,0,0,0,0,8246,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-71595,8.27,bittensor,None,None,None,0,0,miners,79,253,-22201,8.27,1,None,3926345,0,0,0,20260521_0718,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 14:20:56.000,miners,0,10,0,0,8293,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,163712,8.94,bittensor,None,None,None,0,0,miners,79,244,163712,8.94,1,None,3912134,0,0,0,20260521_0718,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 14:20:56.000,miners,0,11,1021,490,8437,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-9858,14.1,bittensor,None,None,None,0,0,miners,79,245,-9858,14.1,1,None,3868910,0,0,0,20260521_0718,validator_metrics,130712,15.1,62681,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 14:20:56.000,miners,0,113,0,0,8428,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-71837,10.4,bittensor,None,None,None,0,0,miners,79,255,-71837,10.4,1,None,3871698,0,0,0,20260521_0718,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 14:20:56.000,miners,0,114,381722,187577,10762,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-22581,40.8,bittensor,None,None,None,104052,48766,miners,79,248,-22581,40.8,1,None,3169176,0,0,0,20260521_0718,validator_metrics,48860354,-34042,24009856,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 14:20:56.000,miners,0,115,35248,5812,17628,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,25782,-4.13,bittensor,None,None,None,1675,67.7,miners,79,221,25782,-4.13,1,None,1224429,0,0,1.54e-13,20260521_0718,validator_metrics,4511707,14304,743960,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 14:20:56.000,miners,0,125,32100,9409,2495,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-5740,0.799,bittensor,None,None,None,14420,4757,miners,79,219,-5740,0.799,1,None,5598706,0,0,4.36e-13,20260521_0718,validator_metrics,4108773,1510,1204295,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 14:20:56.000,miners,0,127,36182,11224,2541,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,4832,2.64,bittensor,None,None,None,18911,6783,miners,79,215,4832,2.64,1,None,5586572,0,0,1.2e-12,20260521_0718,validator_metrics,4631245,3295,1436725,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 14:20:56.000,miners,0,135,0,0,8095,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,5704,14.7,bittensor,None,None,None,0,0,miners,79,252,5704,14.7,1,None,3971545,0,0,0,20260521_0718,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 14:20:56.000,miners,0,155,0,0,8664,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,5521,3.56,bittensor,None,None,None,0,0,miners,79,251,5521,3.56,1,None,3800788,0,0,0,20260521_0718,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 14:20:56.000,miners,0,166,9973,0,4279,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-35043,-7.59,bittensor,None,None,None,0,0,miners,79,249,-35043,-7.59,1,None,5087013,0,0,0,20260521_0718,validator_metrics,1276584,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 14:20:56.000,miners,0,169,0,0,8128,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-34725,7.53,bittensor,None,None,None,0,0,miners,79,238,-34725,7.53,1,None,3961507,0,0,0,20260521_0718,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 14:20:56.000,miners,0,176,17765,589,769,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,55.6,-0.189,bittensor,None,None,None,553,85.0,miners,79,227,55.6,-0.189,1,None,6117568,0,0,8.89e-14,20260521_0718,validator_metrics,2273970,95.8,75452,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 14:20:56.000,miners,0,177,4.10,0.699,8394,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,27158,1.13,bittensor,None,None,None,0,0,miners,79,247,27158,1.13,1,None,3881668,0,0,0,20260521_0718,validator_metrics,525,-0.698,89.5,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 14:20:56.000,miners,0,181,30418,6174,14685,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,24017,5.23,bittensor,None,None,None,350,0,miners,79,212,24017,5.23,1,None,2094714,0,0,4.48e-12,20260521_0718,validator_metrics,3893458,12333,790285,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
