"Time","__name__","activity_factor","agent_id","average_daily_volume","average_roundtrip_volume","base_balance","base_collateral","base_loan","combined_score","exported_netuid","hotkey","id","instance","inventory_value","inventory_value_change","job","kappa","kappa_penalty","kappa_score","min_daily_volume","min_roundtrip_volume","miner_gauge_name","netuid","placement","pnl","pnl_change","pnl_factor","pnl_score","quote_balance","quote_collateral","quote_loan","score","sim_id","task","total_daily_volume","total_realized_pnl","total_roundtrip_volume","unnormalized_score","wallet","Value"
2026-05-27 11:48:27.000,miners,0,0,0,0,8246,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-77535,1.91,bittensor,None,None,None,0,0,miners,79,254,-28142,1.91,1,None,3926345,0,0,0,20260521_0718,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 11:48:27.000,miners,0,11,955,459,8435,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-18118,-0.297,bittensor,None,None,None,0,0,miners,79,246,-18118,-0.297,1,None,3869493,0,0,0,20260521_0718,validator_metrics,122204,12.5,58802,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 11:48:27.000,miners,0,113,0,0,8428,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-79706,-1.37,bittensor,None,None,None,0,0,miners,79,256,-79706,-1.37,1,None,3871698,0,0,0,20260521_0718,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 11:48:27.000,miners,0,114,242572,118119,10955,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-21717,-22.1,bittensor,None,None,None,73980,27291,miners,79,255,-21717,-22.1,1,None,3122826,0,0,0,20260521_0718,validator_metrics,31049172,-24554,15119268,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 11:48:27.000,miners,0,115,22664,1989,16038,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,8401,1.44,bittensor,None,None,None,1603,0,miners,79,232,8401,1.44,1,None,1675998,0,0,7.02e-15,20260521_0718,validator_metrics,2900966,8042,254609,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 11:48:27.000,miners,0,125,25060,5965,2569,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-7713,-1.80,bittensor,None,None,None,7573,1667,miners,79,218,-7713,-1.80,1,None,5577230,0,0,1.84e-13,20260521_0718,validator_metrics,3207686,1344,763509,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 11:48:27.000,miners,0,127,28224,7329,2616,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,2842,-2.56,bittensor,None,None,None,12970,3851,miners,79,213,2842,-2.56,1,None,5564851,0,0,5.64e-13,20260521_0718,validator_metrics,3612731,2140,938058,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 11:48:27.000,miners,0,138,20927,1061,38.2,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-12747,-0.208,bittensor,None,None,None,4721,0,miners,79,217,-12747,-0.208,1,None,6323799,0,0,2e-13,20260521_0718,validator_metrics,2678718,381,135800,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 11:48:27.000,miners,0,166,9973,0,4279,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-37278,-2.87,bittensor,None,None,None,0,0,miners,79,245,-37278,-2.87,1,None,5087013,0,0,0,20260521_0718,validator_metrics,1276584,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 11:48:27.000,miners,0,169,0,0,8128,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-40224,7.01,bittensor,None,None,None,0,0,miners,79,247,-40224,7.01,1,None,3961507,0,0,0,20260521_0718,validator_metrics,0,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 11:48:27.000,miners,0,176,17587,515,781,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-375,-0.793,bittensor,None,None,None,347,70.2,miners,79,224,-375,-0.793,1,None,6113654,0,0,7.06e-14,20260521_0718,validator_metrics,2251074,94.9,65953,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 11:48:27.000,miners,0,181,22477,3488,14195,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,9794,-22.4,bittensor,None,None,None,280,0,miners,79,211,9794,-22.4,1,None,2218337,0,0,2.12e-12,20260521_0718,validator_metrics,2876998,8696,446464,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 11:48:27.000,miners,0,183,28357,13966,8365,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-22656,-10.7,bittensor,None,None,None,7159,3421,miners,79,212,-22656,-10.7,1,None,3892431,0,0,6.67e-13,20260521_0718,validator_metrics,3629735,1546,1787617,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 11:48:27.000,miners,0,185,9895,0,4112,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-35575,8.98,bittensor,None,None,None,335,0,miners,79,252,-35575,8.98,1,None,5137581,0,0,0,20260521_0718,validator_metrics,1266501,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 11:48:27.000,miners,0,195,10540,0,3719,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-35543,-9.52,bittensor,None,None,None,0,0,miners,79,243,-35543,-9.52,1,None,5252625,0,0,0,20260521_0718,validator_metrics,1349156,0,0,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-05-27 11:48:27.000,miners,0,20,19062,7690,9269,0,0,None,79,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-4866,-12.8,bittensor,None,None,None,8465,309,miners,79,221,-4866,-12.8,1,None,3632775,0,0,9.03e-14,20260521_0718,validator_metrics,2439955,523,984306,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
